"","ID","Date","Home","Away","Winner","Draw-1","Draw-2"
"6168",465283,2008-01-18,"Fulham","Arsenal","Arsenal",NA,NA
"6169",465284,2008-01-18,"Newcastle","Bolton",NA,"Newcastle","Bolton"
"6170",465285,2008-01-18,"Portsmouth","Derby","Portsmouth",NA,NA
"6171",465287,2008-01-18,"Tottenham","Sunderland","Tottenham",NA,NA
"6172",465286,2008-01-18,"Reading","Manchester United","Manchester United",NA,NA
"6173",465288,2008-01-19,"Manchester City","West Ham",NA,"Manchester City","West Ham"
"6174",465289,2008-01-19,"Wigan","Everton","Everton",NA,NA
"6175",465290,2008-01-20,"Liverpool","Aston Villa",NA,"Liverpool","Aston Villa"
"6176",465291,2008-01-25,"Aston Villa","Blackburn",NA,"Aston Villa","Blackburn"
"6177",465292,2008-01-28,"Arsenal","Newcastle","Arsenal",NA,NA
"6178",465293,2008-01-28,"Bolton","Fulham",NA,"Bolton","Fulham"
"6179",465294,2008-01-28,"Middlesbrough","Wigan","Middlesbrough",NA,NA
"6180",465295,2008-01-28,"Sunderland","Birmingham","Sunderland",NA,NA
"6181",465296,2008-01-29,"Chelsea","Reading","Chelsea",NA,NA
"6182",465297,2008-01-29,"Derby","Manchester City",NA,"Derby","Manchester City"
"6183",465298,2008-01-29,"Everton","Tottenham",NA,"Everton","Tottenham"
"6184",465299,2008-01-29,"Manchester United","Portsmouth","Manchester United",NA,NA
"6185",465300,2008-01-29,"West Ham","Liverpool","West Ham",NA,NA
"6186",465301,2008-02-01,"Birmingham","Derby",NA,"Birmingham","Derby"
"6187",465302,2008-02-01,"Blackburn","Everton",NA,"Blackburn","Everton"
"6188",465303,2008-02-01,"Liverpool","Sunderland","Liverpool",NA,NA
"6189",465304,2008-02-01,"Manchester City","Arsenal","Arsenal",NA,NA
"6190",465305,2008-02-01,"Portsmouth","Chelsea",NA,"Portsmouth","Chelsea"
"6191",465306,2008-02-01,"Reading","Bolton","Bolton",NA,NA
"6192",465307,2008-02-01,"Tottenham","Manchester United",NA,"Tottenham","Manchester United"
"6193",465308,2008-02-01,"Wigan","West Ham","Wigan",NA,NA
"6194",465309,2008-02-02,"Fulham","Aston Villa","Fulham",NA,NA
"6195",465310,2008-02-02,"Newcastle","Middlesbrough",NA,"Newcastle","Middlesbrough"
"6196",465311,2008-02-08,"Aston Villa","Newcastle","Aston Villa",NA,NA
"6197",465312,2008-02-08,"Bolton","Portsmouth","Portsmouth",NA,NA
"6198",465313,2008-02-08,"Derby","Tottenham","Tottenham",NA,NA
"6199",465314,2008-02-08,"Everton","Reading","Everton",NA,NA
"6200",465315,2008-02-08,"Middlesbrough","Fulham","Middlesbrough",NA,NA
"6201",465316,2008-02-08,"Sunderland","Wigan","Sunderland",NA,NA
"6202",465317,2008-02-08,"West Ham","Birmingham",NA,"West Ham","Birmingham"
"6203",465318,2008-02-09,"Chelsea","Liverpool",NA,"Chelsea","Liverpool"
"6204",465319,2008-02-09,"Manchester United","Manchester City","Manchester City",NA,NA
"6205",465320,2008-02-10,"Arsenal","Blackburn","Arsenal",NA,NA
"6206",465321,2008-02-22,"Birmingham","Arsenal",NA,"Birmingham","Arsenal"
"6207",465322,2008-02-22,"Fulham","West Ham","West Ham",NA,NA
"6208",465323,2008-02-22,"Liverpool","Middlesbrough","Liverpool",NA,NA
"6209",465324,2008-02-22,"Newcastle","Manchester United","Manchester United",NA,NA
"6210",465325,2008-02-22,"Portsmouth","Sunderland","Portsmouth",NA,NA
"6211",465326,2008-02-22,"Wigan","Derby","Wigan",NA,NA
"6212",465327,2008-02-23,"Blackburn","Bolton","Blackburn",NA,NA
"6213",465328,2008-02-23,"Reading","Aston Villa","Aston Villa",NA,NA
"6214",465329,2008-02-24,"Manchester City","Everton","Everton",NA,NA
"6215",465330,2008-02-29,"Arsenal","Aston Villa",NA,"Arsenal","Aston Villa"
"6216",465331,2008-02-29,"Birmingham","Tottenham","Birmingham",NA,NA
"6217",465332,2008-02-29,"Derby","Sunderland",NA,"Derby","Sunderland"
"6218",465333,2008-02-29,"Fulham","Manchester United","Manchester United",NA,NA
"6219",465334,2008-02-29,"Manchester City","Wigan",NA,"Manchester City","Wigan"
"6220",465335,2008-02-29,"Middlesbrough","Reading","Reading",NA,NA
"6221",465336,2008-02-29,"Newcastle","Blackburn","Blackburn",NA,NA
"6222",465337,2008-02-29,"West Ham","Chelsea","Chelsea",NA,NA
"6223",465338,2008-03-01,"Bolton","Liverpool","Liverpool",NA,NA
"6224",465339,2008-03-01,"Everton","Portsmouth","Everton",NA,NA
"6225",465340,2008-03-04,"Liverpool","West Ham","Liverpool",NA,NA
"6226",465341,2008-03-07,"Blackburn","Fulham",NA,"Blackburn","Fulham"
"6227",465342,2008-03-07,"Liverpool","Newcastle","Liverpool",NA,NA
"6228",465343,2008-03-07,"Reading","Manchester City","Reading",NA,NA
"6229",465344,2008-03-08,"Sunderland","Everton","Everton",NA,NA
"6230",465345,2008-03-08,"Tottenham","West Ham","Tottenham",NA,NA
"6231",465346,2008-03-08,"Wigan","Arsenal",NA,"Wigan","Arsenal"
"6232",465347,2008-03-11,"Aston Villa","Middlesbrough",NA,"Aston Villa","Middlesbrough"
"6233",465348,2008-03-11,"Chelsea","Derby","Chelsea",NA,NA
"6234",465349,2008-03-11,"Portsmouth","Birmingham","Portsmouth",NA,NA
"6235",465350,2008-03-14,"Arsenal","Middlesbrough",NA,"Arsenal","Middlesbrough"
"6236",465351,2008-03-14,"Derby","Manchester United","Manchester United",NA,NA
"6237",465352,2008-03-14,"Liverpool","Reading","Liverpool",NA,NA
"6238",465353,2008-03-14,"Portsmouth","Aston Villa","Portsmouth",NA,NA
"6239",465354,2008-03-14,"Sunderland","Chelsea","Chelsea",NA,NA
"6240",465355,2008-03-14,"West Ham","Blackburn","West Ham",NA,NA
"6241",465356,2008-03-15,"Fulham","Everton","Fulham",NA,NA
"6242",465357,2008-03-15,"Manchester City","Tottenham","Manchester City",NA,NA
"6243",465358,2008-03-15,"Wigan","Bolton","Wigan",NA,NA
"6244",465359,2008-03-16,"Birmingham","Newcastle",NA,"Birmingham","Newcastle"
"6245",465361,2008-03-18,"Tottenham","Chelsea",NA,"Tottenham","Chelsea"
"6246",465360,2008-03-18,"Manchester United","Bolton","Manchester United",NA,NA
"6247",465362,2008-03-21,"Aston Villa","Sunderland","Sunderland",NA,NA
"6248",465363,2008-03-21,"Blackburn","Wigan","Blackburn",NA,NA
"6249",465364,2008-03-21,"Bolton","Manchester City",NA,"Bolton","Manchester City"
"6250",465365,2008-03-21,"Everton","West Ham",NA,"Everton","West Ham"
"6251",465366,2008-03-21,"Middlesbrough","Derby","Middlesbrough",NA,NA
"6252",465367,2008-03-21,"Newcastle","Fulham","Newcastle",NA,NA
"6253",465368,2008-03-21,"Reading","Birmingham","Reading",NA,NA
"6254",465369,2008-03-21,"Tottenham","Portsmouth","Tottenham",NA,NA
"6255",465370,2008-03-22,"Chelsea","Arsenal","Chelsea",NA,NA
"6256",465371,2008-03-22,"Manchester United","Liverpool","Manchester United",NA,NA
"6257",465372,2008-03-28,"Birmingham","Manchester City","Birmingham",NA,NA
"6258",465374,2008-03-28,"Derby","Fulham",NA,"Derby","Fulham"
"6259",465375,2008-03-28,"Manchester United","Aston Villa","Manchester United",NA,NA
"6260",465376,2008-03-28,"Portsmouth","Wigan","Portsmouth",NA,NA
"6261",465377,2008-03-28,"Reading","Blackburn",NA,"Reading","Blackburn"
"6262",465378,2008-03-28,"Sunderland","West Ham","Sunderland",NA,NA
"6263",465373,2008-03-28,"Bolton","Arsenal","Arsenal",NA,NA
"6264",465379,2008-03-29,"Chelsea","Middlesbrough","Chelsea",NA,NA
"6265",465380,2008-03-29,"Liverpool","Everton","Liverpool",NA,NA
"6266",465381,2008-03-29,"Tottenham","Newcastle","Newcastle",NA,NA
"6267",465382,2008-04-04,"Arsenal","Liverpool",NA,"Arsenal","Liverpool"
"6268",465383,2008-04-04,"Aston Villa","Bolton","Aston Villa",NA,NA
"6269",465384,2008-04-04,"Blackburn","Tottenham",NA,"Blackburn","Tottenham"
"6270",465385,2008-04-04,"Fulham","Sunderland","Sunderland",NA,NA
"6271",465386,2008-04-04,"Manchester City","Chelsea","Chelsea",NA,NA
"6272",465387,2008-04-04,"Newcastle","Reading","Newcastle",NA,NA
"6273",465388,2008-04-04,"Wigan","Birmingham","Wigan",NA,NA
"6274",465389,2008-04-05,"Everton","Derby","Everton",NA,NA
"6275",465390,2008-04-05,"Middlesbrough","Manchester United",NA,"Middlesbrough","Manchester United"
"6276",465391,2008-04-07,"West Ham","Portsmouth","Portsmouth",NA,NA
"6277",465392,2008-04-11,"Birmingham","Everton",NA,"Birmingham","Everton"
"6278",465393,2008-04-11,"Bolton","West Ham","Bolton",NA,NA
"6279",465394,2008-04-11,"Derby","Aston Villa","Aston Villa",NA,NA
"6280",465395,2008-04-11,"Portsmouth","Newcastle",NA,"Portsmouth","Newcastle"
"6281",465396,2008-04-11,"Reading","Fulham","Fulham",NA,NA
"6282",465397,2008-04-11,"Sunderland","Manchester City","Manchester City",NA,NA
"6283",465398,2008-04-11,"Tottenham","Middlesbrough",NA,"Tottenham","Middlesbrough"
"6284",465399,2008-04-12,"Liverpool","Blackburn","Liverpool",NA,NA
"6285",465400,2008-04-12,"Manchester United","Arsenal","Manchester United",NA,NA
"6286",465401,2008-04-13,"Chelsea","Wigan",NA,"Chelsea","Wigan"
"6287",465402,2008-04-16,"Everton","Chelsea","Chelsea",NA,NA
"6288",465403,2008-04-18,"Arsenal","Reading","Arsenal",NA,NA
"6289",465404,2008-04-18,"Blackburn","Manchester United",NA,"Blackburn","Manchester United"
"6290",465405,2008-04-18,"Fulham","Liverpool","Liverpool",NA,NA
"6291",465406,2008-04-18,"Middlesbrough","Bolton","Bolton",NA,NA
"6292",465407,2008-04-18,"West Ham","Derby","West Ham",NA,NA
"6293",465408,2008-04-18,"Wigan","Tottenham",NA,"Wigan","Tottenham"
"6294",465409,2008-04-19,"Aston Villa","Birmingham","Aston Villa",NA,NA
"6295",465410,2008-04-19,"Manchester City","Portsmouth","Manchester City",NA,NA
"6296",465411,2008-04-19,"Newcastle","Sunderland","Newcastle",NA,NA
"6297",465412,2008-04-25,"Birmingham","Liverpool",NA,"Birmingham","Liverpool"
"6298",465413,2008-04-25,"Chelsea","Manchester United","Chelsea",NA,NA
"6299",465414,2008-04-25,"Manchester City","Fulham","Fulham",NA,NA
"6300",465415,2008-04-25,"Sunderland","Middlesbrough","Sunderland",NA,NA
"6301",465416,2008-04-25,"Tottenham","Bolton",NA,"Tottenham","Bolton"
"6302",465417,2008-04-25,"West Ham","Newcastle",NA,"West Ham","Newcastle"
"6303",465418,2008-04-25,"Wigan","Reading",NA,"Wigan","Reading"
"6304",465419,2008-04-26,"Everton","Aston Villa",NA,"Everton","Aston Villa"
"6305",465420,2008-04-26,"Portsmouth","Blackburn","Blackburn",NA,NA
"6306",465421,2008-04-27,"Derby","Arsenal","Arsenal",NA,NA
"6307",465422,2008-05-02,"Aston Villa","Wigan","Wigan",NA,NA
"6308",465423,2008-05-02,"Blackburn","Derby","Blackburn",NA,NA
"6309",465424,2008-05-02,"Bolton","Sunderland","Bolton",NA,NA
"6310",465425,2008-05-02,"Fulham","Birmingham","Fulham",NA,NA
"6311",465426,2008-05-02,"Manchester United","West Ham","Manchester United",NA,NA
"6312",465427,2008-05-02,"Middlesbrough","Portsmouth","Middlesbrough",NA,NA
"6313",465428,2008-05-02,"Reading","Tottenham","Tottenham",NA,NA
"6314",465429,2008-05-03,"Arsenal","Everton","Arsenal",NA,NA
"6315",465430,2008-05-03,"Liverpool","Manchester City","Liverpool",NA,NA
"6316",465431,2008-05-04,"Newcastle","Chelsea","Chelsea",NA,NA
"6317",465432,2008-05-10,"Birmingham","Blackburn","Birmingham",NA,NA
"6318",465433,2008-05-10,"Chelsea","Bolton",NA,"Chelsea","Bolton"
"6319",465434,2008-05-10,"Derby","Reading","Reading",NA,NA
"6320",465435,2008-05-10,"Everton","Newcastle","Everton",NA,NA
"6321",465437,2008-05-10,"Portsmouth","Fulham","Fulham",NA,NA
"6322",465438,2008-05-10,"Sunderland","Arsenal","Arsenal",NA,NA
"6323",465439,2008-05-10,"Tottenham","Liverpool","Liverpool",NA,NA
"6324",465440,2008-05-10,"West Ham","Aston Villa",NA,"West Ham","Aston Villa"
"6325",465441,2008-05-10,"Wigan","Manchester United","Manchester United",NA,NA
"6326",465436,2008-05-11,"Middlesbrough","Manchester City","Middlesbrough",NA,NA
"6327",464665,2008-08-15,"Arsenal","West Brom","Arsenal",NA,NA
"6328",464666,2008-08-15,"Bolton","Stoke City","Bolton",NA,NA
"6329",464667,2008-08-15,"Everton","Blackburn","Blackburn",NA,NA
"6330",464668,2008-08-15,"Hull","Fulham","Hull",NA,NA
"6331",464669,2008-08-15,"Middlesbrough","Tottenham","Middlesbrough",NA,NA
"6332",464670,2008-08-15,"Sunderland","Liverpool","Liverpool",NA,NA
"6333",464671,2008-08-15,"West Ham","Wigan","West Ham",NA,NA
"6334",464672,2008-08-16,"Aston Villa","Manchester City","Aston Villa",NA,NA
"6335",464673,2008-08-16,"Chelsea","Portsmouth","Chelsea",NA,NA
"6336",464674,2008-08-16,"Manchester United","Newcastle",NA,"Manchester United","Newcastle"
"6337",464675,2008-08-22,"Blackburn","Hull",NA,"Blackburn","Hull"
"6338",464676,2008-08-22,"Fulham","Arsenal","Fulham",NA,NA
"6339",464677,2008-08-22,"Liverpool","Middlesbrough","Liverpool",NA,NA
"6340",464678,2008-08-22,"Newcastle","Bolton","Newcastle",NA,NA
"6341",464679,2008-08-22,"Stoke City","Aston Villa","Stoke City",NA,NA
"6342",464680,2008-08-22,"Tottenham","Sunderland","Sunderland",NA,NA
"6343",464681,2008-08-22,"West Brom","Everton","Everton",NA,NA
"6344",464682,2008-08-23,"Manchester City","West Ham","Manchester City",NA,NA
"6345",464683,2008-08-23,"Wigan","Chelsea","Chelsea",NA,NA
"6346",464684,2008-08-24,"Portsmouth","Manchester United","Manchester United",NA,NA
"6347",464685,2008-08-29,"Arsenal","Newcastle","Arsenal",NA,NA
"6348",464686,2008-08-29,"Bolton","West Brom",NA,"Bolton","West Brom"
"6349",464687,2008-08-29,"Everton","Portsmouth","Portsmouth",NA,NA
"6350",464688,2008-08-29,"Hull","Wigan","Wigan",NA,NA
"6351",464689,2008-08-29,"Middlesbrough","Stoke City","Middlesbrough",NA,NA
"6352",464690,2008-08-29,"West Ham","Blackburn","West Ham",NA,NA
"6353",464691,2008-08-30,"Aston Villa","Liverpool",NA,"Aston Villa","Liverpool"
"6354",464692,2008-08-30,"Chelsea","Tottenham",NA,"Chelsea","Tottenham"
"6355",464693,2008-08-30,"Sunderland","Manchester City","Manchester City",NA,NA
"6356",464694,2008-09-12,"Blackburn","Arsenal","Arsenal",NA,NA
"6357",464695,2008-09-12,"Fulham","Bolton","Fulham",NA,NA
"6358",464696,2008-09-12,"Liverpool","Manchester United","Liverpool",NA,NA
"6359",464697,2008-09-12,"Manchester City","Chelsea","Chelsea",NA,NA
"6360",464698,2008-09-12,"Newcastle","Hull","Hull",NA,NA
"6361",464699,2008-09-12,"Portsmouth","Middlesbrough","Portsmouth",NA,NA
"6362",464700,2008-09-12,"West Brom","West Ham","West Brom",NA,NA
"6363",464701,2008-09-12,"Wigan","Sunderland",NA,"Wigan","Sunderland"
"6364",464702,2008-09-13,"Stoke City","Everton","Everton",NA,NA
"6365",464703,2008-09-14,"Tottenham","Aston Villa","Aston Villa",NA,NA
"6366",464704,2008-09-19,"Blackburn","Fulham","Blackburn",NA,NA
"6367",464705,2008-09-19,"Bolton","Arsenal","Arsenal",NA,NA
"6368",464706,2008-09-19,"Liverpool","Stoke City",NA,"Liverpool","Stoke City"
"6369",464707,2008-09-19,"Sunderland","Middlesbrough","Sunderland",NA,NA
"6370",464708,2008-09-19,"West Ham","Newcastle","West Ham",NA,NA
"6371",464709,2008-09-20,"Chelsea","Manchester United",NA,"Chelsea","Manchester United"
"6372",464710,2008-09-20,"Hull","Everton",NA,"Hull","Everton"
"6373",464711,2008-09-20,"Manchester City","Portsmouth","Manchester City",NA,NA
"6374",464712,2008-09-20,"Tottenham","Wigan",NA,"Tottenham","Wigan"
"6375",464713,2008-09-20,"West Brom","Aston Villa","Aston Villa",NA,NA
"6376",464714,2008-09-26,"Arsenal","Hull","Hull",NA,NA
"6377",464715,2008-09-26,"Aston Villa","Sunderland","Aston Villa",NA,NA
"6378",464716,2008-09-26,"Everton","Liverpool","Liverpool",NA,NA
"6379",464717,2008-09-26,"Fulham","West Ham","West Ham",NA,NA
"6380",464718,2008-09-26,"Manchester United","Bolton","Manchester United",NA,NA
"6381",464719,2008-09-26,"Middlesbrough","West Brom","West Brom",NA,NA
"6382",464720,2008-09-26,"Newcastle","Blackburn","Blackburn",NA,NA
"6383",464721,2008-09-26,"Stoke City","Chelsea","Chelsea",NA,NA
"6384",464722,2008-09-27,"Portsmouth","Tottenham","Portsmouth",NA,NA
"6385",464723,2008-09-27,"Wigan","Manchester City","Wigan",NA,NA
"6386",464725,2008-10-03,"Sunderland","Arsenal",NA,"Sunderland","Arsenal"
"6387",464726,2008-10-03,"West Brom","Fulham","West Brom",NA,NA
"6388",464727,2008-10-03,"Wigan","Middlesbrough","Middlesbrough",NA,NA
"6389",464728,2008-10-04,"Chelsea","Aston Villa","Chelsea",NA,NA
"6390",464729,2008-10-04,"Everton","Newcastle",NA,"Everton","Newcastle"
"6391",464730,2008-10-04,"Manchester City","Liverpool","Liverpool",NA,NA
"6392",464731,2008-10-04,"Portsmouth","Stoke City","Portsmouth",NA,NA
"6393",464732,2008-10-04,"Tottenham","Hull","Hull",NA,NA
"6394",464733,2008-10-04,"West Ham","Bolton","Bolton",NA,NA
"6395",464724,2008-10-04,"Blackburn","Manchester United","Manchester United",NA,NA
"6396",464734,2008-10-17,"Arsenal","Everton","Arsenal",NA,NA
"6397",464735,2008-10-17,"Aston Villa","Portsmouth",NA,"Aston Villa","Portsmouth"
"6398",464736,2008-10-17,"Bolton","Blackburn",NA,"Bolton","Blackburn"
"6399",464737,2008-10-17,"Fulham","Sunderland",NA,"Fulham","Sunderland"
"6400",464738,2008-10-17,"Liverpool","Wigan","Liverpool",NA,NA
"6401",464739,2008-10-17,"Manchester United","West Brom","Manchester United",NA,NA
"6402",464740,2008-10-17,"Middlesbrough","Chelsea","Chelsea",NA,NA
"6403",464741,2008-10-18,"Hull","West Ham","Hull",NA,NA
"6404",464742,2008-10-18,"Stoke City","Tottenham","Stoke City",NA,NA
"6405",464743,2008-10-19,"Newcastle","Manchester City",NA,"Newcastle","Manchester City"
"6406",464744,2008-10-24,"Blackburn","Middlesbrough",NA,"Blackburn","Middlesbrough"
"6407",464745,2008-10-24,"Everton","Manchester United",NA,"Everton","Manchester United"
"6408",464746,2008-10-24,"Sunderland","Newcastle","Sunderland",NA,NA
"6409",464747,2008-10-24,"West Brom","Hull","Hull",NA,NA
"6410",464748,2008-10-25,"Chelsea","Liverpool","Liverpool",NA,NA
"6411",464749,2008-10-25,"Manchester City","Stoke City","Manchester City",NA,NA
"6412",464750,2008-10-25,"Portsmouth","Fulham",NA,"Portsmouth","Fulham"
"6413",464751,2008-10-25,"Tottenham","Bolton","Tottenham",NA,NA
"6414",464752,2008-10-25,"West Ham","Arsenal","Arsenal",NA,NA
"6415",464753,2008-10-25,"Wigan","Aston Villa","Aston Villa",NA,NA
"6416",464754,2008-10-27,"Newcastle","West Brom","Newcastle",NA,NA
"6417",464756,2008-10-28,"Aston Villa","Blackburn","Aston Villa",NA,NA
"6418",464757,2008-10-28,"Bolton","Everton","Everton",NA,NA
"6419",464758,2008-10-28,"Fulham","Wigan","Fulham",NA,NA
"6420",464759,2008-10-28,"Hull","Chelsea","Chelsea",NA,NA
"6421",464760,2008-10-28,"Liverpool","Portsmouth","Liverpool",NA,NA
"6422",464761,2008-10-28,"Manchester United","West Ham","Manchester United",NA,NA
"6423",464762,2008-10-28,"Middlesbrough","Manchester City","Middlesbrough",NA,NA
"6424",464763,2008-10-28,"Stoke City","Sunderland","Stoke City",NA,NA
"6425",464755,2008-10-28,"Arsenal","Tottenham",NA,"Arsenal","Tottenham"
"6426",464764,2008-10-31,"Chelsea","Sunderland","Chelsea",NA,NA
"6427",464765,2008-10-31,"Everton","Fulham","Everton",NA,NA
"6428",464767,2008-10-31,"Middlesbrough","West Ham",NA,"Middlesbrough","West Ham"
"6429",464768,2008-10-31,"Portsmouth","Wigan","Wigan",NA,NA
"6430",464769,2008-10-31,"Stoke City","Arsenal","Stoke City",NA,NA
"6431",464770,2008-10-31,"Tottenham","Liverpool","Tottenham",NA,NA
"6432",464771,2008-10-31,"West Brom","Blackburn",NA,"West Brom","Blackburn"
"6433",464766,2008-11-01,"Manchester United","Hull","Manchester United",NA,NA
"6434",464773,2008-11-02,"Newcastle","Aston Villa","Newcastle",NA,NA
"6435",464772,2008-11-02,"Bolton","Manchester City","Bolton",NA,NA
"6436",464774,2008-11-07,"Arsenal","Manchester United","Arsenal",NA,NA
"6437",464775,2008-11-07,"Hull","Bolton","Bolton",NA,NA
"6438",464776,2008-11-07,"Liverpool","West Brom","Liverpool",NA,NA
"6439",464777,2008-11-07,"Sunderland","Portsmouth","Portsmouth",NA,NA
"6440",464778,2008-11-07,"West Ham","Everton","Everton",NA,NA
"6441",464779,2008-11-07,"Wigan","Stoke City",NA,"Wigan","Stoke City"
"6442",464780,2008-11-08,"Aston Villa","Middlesbrough","Middlesbrough",NA,NA
"6443",464781,2008-11-08,"Blackburn","Chelsea","Chelsea",NA,NA
"6444",464782,2008-11-08,"Fulham","Newcastle","Fulham",NA,NA
"6445",464783,2008-11-08,"Manchester City","Tottenham","Tottenham",NA,NA
"6446",464784,2008-11-14,"Arsenal","Aston Villa","Aston Villa",NA,NA
"6447",464785,2008-11-14,"Blackburn","Sunderland","Sunderland",NA,NA
"6448",464786,2008-11-14,"Bolton","Liverpool","Liverpool",NA,NA
"6449",464787,2008-11-14,"Fulham","Tottenham","Fulham",NA,NA
"6450",464788,2008-11-14,"Manchester United","Stoke City","Manchester United",NA,NA
"6451",464789,2008-11-14,"Newcastle","Wigan",NA,"Newcastle","Wigan"
"6452",464790,2008-11-14,"West Brom","Chelsea","Chelsea",NA,NA
"6453",464791,2008-11-14,"West Ham","Portsmouth",NA,"West Ham","Portsmouth"
"6454",464792,2008-11-15,"Everton","Middlesbrough",NA,"Everton","Middlesbrough"
"6455",464793,2008-11-15,"Hull","Manchester City",NA,"Hull","Manchester City"
"6456",464794,2008-11-21,"Aston Villa","Manchester United",NA,"Aston Villa","Manchester United"
"6457",464795,2008-11-21,"Chelsea","Newcastle",NA,"Chelsea","Newcastle"
"6458",464796,2008-11-21,"Liverpool","Fulham",NA,"Liverpool","Fulham"
"6459",464797,2008-11-21,"Manchester City","Arsenal","Manchester City",NA,NA
"6460",464798,2008-11-21,"Middlesbrough","Bolton","Bolton",NA,NA
"6461",464799,2008-11-21,"Portsmouth","Hull",NA,"Portsmouth","Hull"
"6462",464800,2008-11-21,"Stoke City","West Brom","Stoke City",NA,NA
"6463",464801,2008-11-22,"Sunderland","West Ham","West Ham",NA,NA
"6464",464802,2008-11-22,"Tottenham","Blackburn","Tottenham",NA,NA
"6465",464803,2008-11-23,"Wigan","Everton","Wigan",NA,NA
"6466",464804,2008-11-28,"Aston Villa","Fulham",NA,"Aston Villa","Fulham"
"6467",464805,2008-11-28,"Middlesbrough","Newcastle",NA,"Middlesbrough","Newcastle"
"6468",464806,2008-11-28,"Stoke City","Hull",NA,"Stoke City","Hull"
"6469",464807,2008-11-28,"Sunderland","Bolton","Bolton",NA,NA
"6470",464808,2008-11-28,"Wigan","West Brom","Wigan",NA,NA
"6471",464809,2008-11-29,"Chelsea","Arsenal","Arsenal",NA,NA
"6472",464810,2008-11-29,"Manchester City","Manchester United","Manchester United",NA,NA
"6473",464811,2008-11-29,"Portsmouth","Blackburn","Portsmouth",NA,NA
"6474",464812,2008-11-29,"Tottenham","Everton","Everton",NA,NA
"6475",464813,2008-11-30,"Liverpool","West Ham",NA,"Liverpool","West Ham"
"6476",464814,2008-12-05,"Arsenal","Wigan","Arsenal",NA,NA
"6477",464815,2008-12-05,"Blackburn","Liverpool","Liverpool",NA,NA
"6478",464816,2008-12-05,"Bolton","Chelsea","Chelsea",NA,NA
"6479",464817,2008-12-05,"Fulham","Manchester City",NA,"Fulham","Manchester City"
"6480",464818,2008-12-05,"Hull","Middlesbrough","Hull",NA,NA
"6481",464819,2008-12-05,"Manchester United","Sunderland","Manchester United",NA,NA
"6482",464820,2008-12-05,"Newcastle","Stoke City",NA,"Newcastle","Stoke City"
"6483",464821,2008-12-06,"Everton","Aston Villa","Aston Villa",NA,NA
"6484",464822,2008-12-06,"West Brom","Portsmouth",NA,"West Brom","Portsmouth"
"6485",464823,2008-12-07,"West Ham","Tottenham","Tottenham",NA,NA
"6486",464824,2008-12-12,"Aston Villa","Bolton","Aston Villa",NA,NA
"6487",464825,2008-12-12,"Liverpool","Hull",NA,"Liverpool","Hull"
"6488",464826,2008-12-12,"Manchester City","Everton","Everton",NA,NA
"6489",464827,2008-12-12,"Middlesbrough","Arsenal",NA,"Middlesbrough","Arsenal"
"6490",464828,2008-12-12,"Stoke City","Fulham",NA,"Stoke City","Fulham"
"6491",464829,2008-12-12,"Sunderland","West Brom","Sunderland",NA,NA
"6492",464830,2008-12-12,"Tottenham","Manchester United",NA,"Tottenham","Manchester United"
"6493",464831,2008-12-12,"Wigan","Blackburn","Wigan",NA,NA
"6494",464832,2008-12-13,"Chelsea","West Ham",NA,"Chelsea","West Ham"
"6495",464833,2008-12-13,"Portsmouth","Newcastle","Newcastle",NA,NA
"6496",464834,2008-12-19,"Blackburn","Stoke City","Blackburn",NA,NA
"6497",464835,2008-12-19,"Bolton","Portsmouth","Bolton",NA,NA
"6498",464836,2008-12-19,"Fulham","Middlesbrough","Fulham",NA,NA
"6499",464837,2008-12-19,"Hull","Sunderland","Sunderland",NA,NA
"6500",464838,2008-12-19,"West Ham","Aston Villa","Aston Villa",NA,NA
"6501",464839,2008-12-20,"Arsenal","Liverpool",NA,"Arsenal","Liverpool"
"6502",464840,2008-12-20,"Newcastle","Tottenham","Newcastle",NA,NA
"6503",464841,2008-12-20,"West Brom","Manchester City","West Brom",NA,NA
"6504",464842,2008-12-21,"Everton","Chelsea",NA,"Everton","Chelsea"
"6505",464843,2008-12-25,"Aston Villa","Arsenal",NA,"Aston Villa","Arsenal"
"6506",464844,2008-12-25,"Chelsea","West Brom","Chelsea",NA,NA
"6507",464845,2008-12-25,"Liverpool","Bolton","Liverpool",NA,NA
"6508",464846,2008-12-25,"Manchester City","Hull","Manchester City",NA,NA
"6509",464847,2008-12-25,"Middlesbrough","Everton","Everton",NA,NA
"6510",464848,2008-12-25,"Portsmouth","West Ham","West Ham",NA,NA
"6511",464849,2008-12-25,"Stoke City","Manchester United","Manchester United",NA,NA
"6512",464850,2008-12-25,"Sunderland","Blackburn",NA,"Sunderland","Blackburn"
"6513",464851,2008-12-25,"Tottenham","Fulham",NA,"Tottenham","Fulham"
"6514",464852,2008-12-25,"Wigan","Newcastle","Wigan",NA,NA
"6515",464853,2008-12-27,"Arsenal","Portsmouth","Arsenal",NA,NA
"6516",464854,2008-12-27,"Blackburn","Manchester City",NA,"Blackburn","Manchester City"
"6517",464855,2008-12-27,"Bolton","Wigan","Wigan",NA,NA
"6518",464856,2008-12-27,"Everton","Sunderland","Everton",NA,NA
"6519",464857,2008-12-27,"Fulham","Chelsea",NA,"Fulham","Chelsea"
"6520",464858,2008-12-27,"Newcastle","Liverpool","Liverpool",NA,NA
